player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Mitch Trubisky,11757,QB,PIT,3,-43.64,0,55,25,69.8,43,47,10.2,2.84,0,1,2.1,57.4,27,17,10.0,53,96.4,3,17,,,,,37.3,43.4,79.7,50.3,,,31.2,3,2,55,11.8,69.0,3.8,2,4,1,0,2,3,5.5,255,5.4,73.2,41,44,9.3,2.76,0,1,2.2,63.6,28,15,6.7,49,89.1,2,18,,,,,34.6,47.0,79.5,53.9,,,30.9,2,2,51,13.3,76.5,4.1,2,3,1,0,2,3,5.9,266,6.0,50.0,4,5,13.8,3.02,0,0,0.0,20.0,1,2,50.0,6,10.9,1,0,,,,,68.9,41.5,70.6,43.8,,,58.3,1,0,6,0.0,39.6,0.0,0,1,0,0,0,0,0.0,7,1.4,0,100.0,2,2,-2.5,1.55,0,0,0.0,100.0,2,0,0.0,2,3.6,0,1,,,,,63.6,62.6,66.9,62.2,,,,0,0,2,,104.2,0.0,0,0,0,0,0,0,0.0,18,9.0,-4.65
Jameis Winston,9434,QB,NO,4,47.83,0,49,20,59.5,42,44,13.8,2.47,0,3,6.4,52.3,23,15,8.0,46,93.9,2,10,,,,,80.8,56.8,79.3,56.4,,,60.5,0,3,49,13.3,57.2,4.3,2,0,0,2,2,3,6.1,262,6.0,59.1,44,46,12.9,2.4,0,3,6.1,52.2,24,13,7.7,47,95.9,2,9,,,,,80.9,56.2,79.4,55.9,,,60.5,0,3,50,7.7,55.8,2.1,1,0,0,2,2,3,6.0,253,5.5,100.0,1,1,2.0,2.65,0,0,0.0,100.0,1,2,0.0,2,4.1,0,1,,,,,63.6,58.9,66.9,59.0,,,,0,0,2,50.0,112.5,50.0,1,0,0,0,0,0,0.0,11,11.0,0,66.7,3,3,-2.7,1.53,0,0,0.0,66.7,2,0,0.0,3,6.1,0,0,,,,,65.5,55.0,68.2,55.4,,,,0,0,3,,70.1,0.0,0,0,0,0,0,0,0.0,2,0.7,5.5
Joe Flacco,4332,QB,CLV,1,16.07,0,46,8,63.2,38,43,11.9,2.82,0,0,0.0,51.2,22,17,8.3,45,97.8,2,10,,,,,80.0,61.3,79.3,60.6,,,,0,1,47,11.8,74.3,4.4,2,0,0,5,2,1,2.1,245,5.7,56.0,25,28,10.6,2.48,0,0,0.0,46.4,13,11,7.1,30,65.2,1,4,,,,,77.6,53.2,78.3,52.9,,,,0,0,31,18.2,54.5,6.7,2,0,0,3,0,0,0.0,92,3.3,78.6,14,16,13.4,3.43,0,0,0.0,62.5,10,6,9.1,16,34.8,1,6,,,,,74.2,73.9,74.1,72.7,,,,0,1,17,0.0,109.9,0.0,0,0,0,2,2,1,5.9,162,10.1,0,100.0,1,1,-2.0,2.2,0,0,0.0,100.0,1,0,0.0,1,2.2,0,0,,,,,60.4,60.3,64.6,60.1,,,,0,0,1,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,6.84
Brett Rypien,46487,QB,SEA,2,-36.46,0,44,29,56.7,30,34,10.0,2.95,3,0,0.0,47.1,16,13,5.9,39,88.6,1,8,,,,,21.5,47.1,0.0,47.0,,,70.7,0,1,42,15.4,48.4,5.1,2,3,0,1,0,3,7.1,158,4.6,65.5,29,32,8.2,2.54,3,0,0.0,53.1,17,12,10.5,37,84.1,2,8,,,,,20.9,53.2,0.0,55.7,,,62.2,0,1,39,16.7,54.0,5.4,2,2,0,0,0,2,5.1,159,5.0,20.0,5,6,12.0,3.8,0,0,0.0,16.7,1,2,0.0,7,15.9,0,1,,,,,70.3,40.0,71.5,32.4,,,65.6,0,0,8,0.0,39.6,0.0,0,1,0,1,0,1,12.5,13,2.2,0,75.0,4,4,-0.8,1.14,0,0,0.0,50.0,2,1,33.3,5,11.4,1,1,,,,,68.0,61.8,69.9,61.5,,,,0,0,5,0.0,58.3,0.0,0,0,0,0,0,0,0.0,14,3.5,-2.8
Brian Hoyer,5277,QB,LV,2,25.0,0,43,23,57.9,38,38,9.6,2.29,0,3,7.1,52.6,20,5,9.1,39,90.7,2,14,,,,,80.1,57.1,79.6,56.4,,,60.5,0,2,43,20.0,47.8,2.6,1,0,0,0,0,1,2.3,217,5.7,52.9,34,34,8.8,2.13,0,2,5.3,50.0,17,4,5.6,35,81.4,1,11,,,,,79.5,49.7,79.4,49.2,,,60.5,0,1,39,25.0,52.1,2.9,1,0,0,0,0,1,2.6,168,4.9,87.5,8,8,7.0,2.79,0,1,12.5,75.0,6,1,14.3,8,18.6,1,3,,,,,70.3,86.1,71.5,83.8,,,,0,1,8,0.0,57.8,0.0,0,0,0,0,0,0,0.0,63,7.9,0,75.0,4,4,-2.3,1.9,0,0,0.0,75.0,3,0,0.0,4,9.3,0,0,,,,,66.9,64.8,69.2,64.3,,,,0,0,4,,79.2,0.0,0,0,0,0,0,0,0.0,14,3.5,2.94
Clayton Tune,77652,QB,ARZ,2,-8.82,0,33,1,64.3,14,15,5.9,3.28,1,0,0.0,53.3,8,16,11.1,26,78.8,1,3,,,,,77.1,31.3,77.9,27.0,,,66.9,0,2,27,37.5,21.1,23.1,6,5,0,0,0,3,11.1,51,3.4,73.3,15,17,2.5,2.71,2,0,0.0,58.8,10,12,9.1,26,78.8,1,2,,,,,77.5,28.9,78.0,25.4,,,66.9,0,2,28,41.7,24.0,19.2,5,4,0,0,0,3,10.7,36,2.1,75.0,4,4,6.0,3.84,0,0,0.0,50.0,2,5,33.3,7,21.2,1,2,,,,,68.9,63.8,71.1,66.5,,,58.3,0,0,7,40.0,70.8,28.6,2,1,0,0,0,0,0.0,26,6.5,0,100.0,5,6,-4.4,1.71,1,0,0.0,66.7,4,1,20.0,7,21.2,1,1,,,,,70.3,52.3,71.5,54.6,,,58.3,0,0,8,100.0,70.1,14.3,1,0,0,0,0,0,0.0,11,1.8,4.38
Cooper Rush,12324,QB,DAL,6,-11.9,0,23,9,72.2,18,18,10.3,1.99,0,1,5.3,72.2,13,5,0.0,21,91.3,0,6,,,,,78.7,56.1,78.7,51.7,,,66.2,0,1,22,20.0,64.8,4.8,1,1,0,0,0,1,4.5,111,6.2,78.6,14,14,7.9,1.66,0,1,6.7,78.6,11,4,0.0,16,69.6,0,4,,,,,77.9,58.0,78.4,55.3,,,62.7,0,1,17,25.0,62.5,6.3,1,0,0,0,0,1,5.9,86,6.1,66.7,6,6,10.8,2.46,0,0,0.0,66.7,4,1,0.0,7,30.4,0,2,,,,,69.6,56.0,71.1,51.6,,,63.1,0,0,7,0.0,77.1,0.0,0,1,0,0,0,0,0.0,28,4.7,0,100.0,2,2,-4.5,1.0,0,0,0.0,100.0,2,0,0.0,2,8.7,0,0,,,,,63.6,62.4,66.9,62.1,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,3,1.5,-1.47
Trevor Siemian,9683,QB,NYJ,1,16.67,0,18,22,41.7,12,14,11.3,2.94,0,1,7.1,35.7,5,7,0.0,18,100.0,0,3,,,,,21.6,34.4,75.2,36.0,,,58.3,2,0,18,42.9,51.5,16.7,3,1,0,0,0,1,5.6,66,4.7,40.0,10,12,11.7,2.61,0,1,8.3,33.3,4,5,0.0,13,72.2,0,2,,,,,72.4,48.9,74.3,49.2,,,,2,0,13,20.0,47.2,7.7,1,0,0,0,0,0,0.0,50,4.2,50.0,2,2,9.0,3.8,0,0,0.0,50.0,1,2,0.0,5,27.8,0,1,,,,,14.2,27.4,69.9,28.1,,,58.3,0,0,5,100.0,77.1,40.0,2,1,0,0,0,1,20.0,16,8.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,3.83
C.J. Beathard,11859,QB,JAX,3,-85.71,0,17,15,91.7,12,12,7.1,2.66,0,0,0.0,83.3,10,5,9.1,15,88.2,1,4,,,,,23.1,61.6,76.5,74.1,,,34.6,0,0,16,40.0,94.1,13.3,2,1,0,0,0,1,6.3,79,6.6,92.9,14,14,5.8,2.5,0,0,0.0,85.7,12,5,7.7,17,100.0,1,4,,,,,23.8,62.3,76.7,74.0,,,34.6,0,0,18,40.0,89.6,11.8,2,1,0,0,0,1,5.6,77,5.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,2,2,-2.0,1.3,0,0,0.0,100.0,2,0,0.0,2,11.8,0,0,,,,,63.6,62.4,66.9,62.0,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,-2,-1.0,-5.5
Jaren Hall,82094,QB,MIN,2,-8.33,0,13,18,75.0,8,8,5.9,3.14,0,0,0.0,75.0,6,4,0.0,11,84.6,0,4,,,,,72.7,64.3,74.9,71.3,,,50.8,0,0,11,25.0,115.6,9.1,1,2,0,0,0,0,0.0,98,12.3,83.3,6,6,5.8,2.92,0,0,0.0,83.3,5,2,0.0,9,69.2,0,2,,,,,71.8,65.2,74.5,73.5,,,50.8,0,0,9,50.0,118.8,11.1,1,2,0,0,0,0,0.0,75,12.5,75.0,4,4,2.0,2.9,0,0,0.0,75.0,3,2,0.0,4,30.8,0,2,,,,,66.9,61.1,69.2,60.9,,,,0,0,4,0.0,91.7,0.0,0,0,0,0,0,0,0.0,26,6.5,0,100.0,2,2,-2.0,1.7,0,0,0.0,100.0,2,0,0.0,2,15.4,0,0,,,,,63.6,62.2,66.9,61.9,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,3,1.5,-6.0
Drew Lock,39517,QB,SEA,2,25.0,0,12,29,44.4,9,11,16.7,2.39,2,0,0.0,27.3,3,4,25.0,11,91.7,1,2,,,,,72.6,42.6,75.3,39.6,,,62.9,0,1,11,0.0,14.6,0.0,0,0,0,0,0,1,9.1,67,6.1,28.6,7,8,18.7,2.34,1,0,0.0,25.0,2,4,0.0,8,66.7,0,2,,,,,71.1,35.2,74.9,31.2,,,62.9,0,1,8,0.0,20.3,0.0,0,0,0,0,0,1,12.5,63,7.9,100.0,3,4,5.7,2.15,1,0,0.0,50.0,2,0,33.3,4,33.3,1,0,,,,,66.9,70.4,69.2,69.4,,,,0,0,4,,56.3,0.0,0,0,0,0,0,0,0.0,3,0.8,0,100.0,1,1,-2.0,1.0,0,0,0.0,100.0,1,0,0.0,1,8.3,0,0,,,,,60.4,60.2,64.6,60.0,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0,-7.13
Malik Willis,60341,QB,TEN,1,25.0,0,12,31,75.0,4,4,10.8,3.76,0,0,0.0,75.0,3,6,0.0,11,91.7,0,1,,,,,74.2,45.1,75.0,47.4,,,52.2,0,0,14,66.7,91.7,36.4,4,3,0,0,0,0,0.0,26,6.5,75.0,4,4,7.3,3.34,0,0,0.0,75.0,3,6,0.0,10,83.3,0,2,,,,,73.8,38.7,74.9,38.8,,,53.8,0,0,13,66.7,116.7,40.0,4,2,0,0,0,0,0.0,65,16.3,100.0,1,1,9.0,4.6,0,0,0.0,100.0,1,0,0.0,2,16.7,0,0,,,,,63.6,75.0,66.9,75.9,,,58.3,0,0,2,,104.2,0.0,0,1,0,0,0,0,0.0,9,9.0,0,100.0,1,1,-5.0,1.2,0,0,0.0,100.0,1,0,0.0,1,8.3,0,1,,,,,60.4,60.5,64.6,60.4,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,48,48.0,-7.25
Taysom Hill,12112,TE,NO,7,-71.43,0,12,20,62.5,8,8,16.4,3.08,0,0,0.0,62.5,5,4,0.0,12,100.0,0,5,,60.0,60.0,74.9,63.1,76.1,87.9,55.6,64.5,60.0,87.1,0,0,13,25.0,131.3,8.3,1,3,0,0,1,0,0.0,72,9.0,71.4,7,7,12.7,2.96,0,0,0.0,71.4,5,4,0.0,10,83.3,0,4,,60.0,60.0,74.9,62.6,74.7,87.6,55.3,64.4,60.0,84.5,0,0,10,25.0,144.0,10.0,1,2,0,0,1,0,0.0,72,10.3,0.0,1,1,42.0,3.65,0,0,0.0,0.0,0,0,,2,16.7,0,1,,,,64.7,66.9,63.4,76.8,59.7,48.2,,78.3,0,0,3,,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,64.7,61.2,51.6,77.3,,51.2,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-10.29
Tyler Huntley,46448,QB,BLT,3,42.86,0,9,3,50.0,6,6,11.8,2.33,0,0,0.0,50.0,3,0,0.0,7,77.8,0,3,,,,,73.2,43.1,75.2,40.1,,,57.1,0,0,7,,104.9,0.0,0,1,0,0,1,1,14.3,31,5.2,57.1,7,7,9.9,1.89,0,0,0.0,57.1,4,0,0.0,7,77.8,0,3,,,,,73.2,45.2,75.2,41.7,,,59.6,0,0,7,,111.9,0.0,0,0,0,0,1,1,14.3,38,5.4,100.0,1,1,0.0,2.75,0,0,0.0,100.0,1,0,0.0,2,22.2,0,0,,,,,63.6,56.8,66.9,60.1,,,57.9,0,0,2,,79.2,0.0,0,1,0,0,0,0,0.0,0,0.0,0,100.0,2,2,-1.0,1.2,0,0,0.0,100.0,2,0,0.0,2,22.2,0,0,,,,,63.6,62.6,66.9,62.2,,,,0,0,2,,81.3,0.0,0,0,0,0,0,0,0.0,7,3.5,-5.43
Blaine Gabbert,6162,QB,KC,1,50.0,0,5,16,50.0,4,4,9.0,2.7,0,0,0.0,50.0,2,2,0.0,4,80.0,0,2,,,,,70.2,38.6,74.9,36.5,,,60.0,0,2,5,0.0,31.3,0.0,0,0,0,0,0,1,20.0,26,6.5,50.0,4,4,9.0,2.7,0,0,0.0,50.0,2,2,0.0,4,80.0,0,2,,,,,70.2,38.6,74.9,36.5,,,60.0,0,2,5,0.0,31.3,0.0,0,0,0,0,0,1,20.0,26,6.5,100.0,1,1,-2.0,1.2,0,0,0.0,100.0,1,0,0.0,1,20.0,0,0,,,,,60.4,60.3,64.6,60.1,,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,0,100.0,1,1,-2.0,1.2,0,0,0.0,100.0,1,0,0.0,1,20.0,0,0,,,,,60.4,60.3,64.6,60.1,,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,-1.5
Mike White,46453,QB,MIA,3,-75.0,0,4,17,50.0,2,2,21.5,2.4,0,1,50.0,50.0,1,0,0.0,2,50.0,0,1,,,,,71.0,47.0,77.0,37.5,,,61.3,0,1,2,,95.8,0.0,0,0,0,0,1,1,50.0,68,34.0,75.0,4,4,8.0,1.83,0,1,25.0,75.0,3,0,0.0,4,100.0,0,1,,,,,72.0,49.7,77.2,42.4,,,61.3,0,1,4,,116.7,0.0,0,0,0,0,1,1,25.0,70,17.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,2,2,-5.5,1.25,0,0,0.0,100.0,2,0,0.0,2,50.0,0,0,,,,,63.6,62.1,66.9,61.8,,,,0,0,2,,79.2,0.0,0,0,0,0,0,0,0.0,2,1.0,-17.5
Marcus Mariota,9435,QB,PHI,1,-66.67,0,4,24,100.0,2,3,2.5,3.5,1,0,0.0,66.7,2,1,0.0,4,100.0,0,1,,,,,68.4,67.0,69.9,69.0,,,59.1,0,0,4,0.0,79.9,0.0,0,1,0,0,0,0,0.0,16,5.3,100.0,2,3,2.5,3.5,1,0,0.0,66.7,2,1,0.0,4,100.0,0,1,,,,,68.4,67.0,69.9,69.0,,,59.1,0,0,4,0.0,79.9,0.0,0,1,0,0,0,0,0.0,16,5.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-5.33
Sam Darnold,29048,QB,SF,2,50.0,0,3,28,0.0,1,1,4.0,1.8,0,0,0.0,0.0,0,0,,1,33.3,0,0,,,,,73.1,58.7,76.7,56.7,,,62.3,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,50.0,2,2,1.0,1.45,0,0,0.0,50.0,1,0,0.0,2,66.7,0,0,,,,,73.5,59.5,76.8,54.1,,,62.3,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,1,0.5,100.0,1,1,-4.0,1.5,0,0,0.0,100.0,1,0,0.0,1,33.3,0,0,,,,,60.4,60.2,64.6,60.0,,,,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,0,100.0,2,2,-3.0,1.3,0,0,0.0,100.0,2,0,0.0,2,66.7,0,0,,,,,63.6,62.2,66.9,61.9,,,,0,0,2,,81.3,0.0,0,0,0,0,0,0,0.0,7,3.5,5.5
Christian Kirk,47546,WR,JAX,2,-100.0,0,2,15,0.0,1,1,26.0,4.5,0,0,0.0,0.0,0,0,,1,50.0,0,0,,,,70.9,24.4,75.4,88.1,51.2,75.9,,63.3,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,1,1,-1.0,3.2,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,61.1,33.8,69.1,88.2,60.0,70.0,,63.3,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0,0.0,1,1,26.0,4.5,0,0,0.0,0.0,0,0,,1,50.0,0,0,,,,79.4,21.4,71.7,79.4,51.2,73.9,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,1,1,-1.0,3.2,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,54.5,70.6,46.8,79.0,60.0,52.7,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0,1.0
Derrick Henry,10679,HB,TEN,2,-100.0,0,2,31,50.0,2,2,15.0,2.8,0,0,0.0,50.0,1,0,0.0,2,100.0,0,1,,,,56.7,90.7,90.2,83.7,66.0,52.7,,89.6,0,0,2,,95.8,0.0,0,0,0,0,1,0,0.0,2,1.0,100.0,1,1,8.0,2.3,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,,58.5,90.7,91.0,83.1,70.4,60.2,,89.6,0,0,1,,118.8,0.0,0,0,0,0,1,0,0.0,2,2.0,0.0,1,1,22.0,3.3,0,0,0.0,0.0,0,0,,1,50.0,0,0,,,,79.4,72.3,70.2,77.7,57.4,80.6,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,80.0,72.3,81.0,74.1,,93.2,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-2.0
Aaron Rodgers,2241,QB,NYJ,1,0.0,0,2,22,,0,1,,4.15,0,0,0.0,0.0,0,2,,2,100.0,0,0,,,,,65.5,39.4,69.2,41.1,,,,0,0,3,50.0,39.6,50.0,1,0,0,1,0,0,0.0,0,0.0,,0,1,,4.15,0,0,0.0,0.0,0,2,,2,100.0,0,0,,,,,65.5,39.4,69.2,41.1,,,,0,0,3,50.0,39.6,50.0,1,0,0,1,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Davis Mills,52269,QB,HST,2,-100.0,0,2,13,100.0,1,1,6.0,1.7,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,,,60.4,60.7,66.9,60.5,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,18,18.0,100.0,2,2,1.0,2.1,0,0,0.0,100.0,2,0,0.0,2,100.0,0,1,,,,,63.6,62.0,68.2,61.6,,,,0,0,2,,108.3,0.0,0,0,0,0,0,0,0.0,20,10.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-4.0,2.5,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,,60.4,60.2,64.6,60.0,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0,-10.0
Cam Akers,57206,HB,MIN,1,0.0,0,1,18,,0,0,,5.9,0,0,,,0,1,,1,100.0,0,0,,,,76.5,84.5,67.5,79.7,60.0,66.4,,66.0,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,74.6,84.4,69.2,79.3,,67.3,,66.0,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,5.9,0,0,,,0,1,,1,100.0,0,0,,,,74.6,69.5,64.8,73.4,60.0,81.3,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,72.1,67.0,73.0,70.0,,90.1,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
DeeJay Dallas,55632,HB,SEA,1,0.0,0,1,29,,0,0,,6.0,0,0,,,0,1,,1,100.0,0,0,60.0,60.0,62.9,75.6,75.1,62.8,83.8,60.0,66.9,,63.7,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,6.0,0,0,,,0,1,,1,100.0,0,0,60.0,60.0,62.9,75.6,75.1,63.4,83.7,60.0,67.2,,63.7,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,56.0,71.5,,54.2,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,58.2,70.2,,56.5,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Deebo Samuel,48274,WR,SF,1,0.0,0,1,28,,0,1,,5.1,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,87.6,81.6,80.6,87.6,60.0,83.3,,64.7,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,86.5,81.2,77.8,87.3,,80.5,,64.7,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,1,,5.1,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,80.0,21.8,87.1,79.6,60.0,85.5,,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,78.0,19.8,80.9,76.9,,80.4,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Malik Cunningham,60436,QB,NE,1,0.0,0,1,19,,0,0,,3.3,0,0,,,0,1,,1,100.0,0,0,,,,,60.4,54.4,69.2,60.0,58.0,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,56.9,68.3,,58.0,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,3.3,0,0,,,0,1,,1,100.0,0,0,,,,,60.4,55.5,66.1,60.0,59.8,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,58.2,63.6,,59.8,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Darnell Mooney,48236,WR,CHI,1,0.0,0,1,6,,0,0,,7.3,0,0,,,0,0,,1,100.0,0,0,,,,69.6,74.8,62.2,86.4,,63.1,,53.4,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,58.1,74.8,55.1,86.4,,59.4,,59.2,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,7.3,0,0,,,0,0,,1,100.0,0,0,,,,73.4,68.8,66.8,78.2,,67.7,,56.8,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,49.2,68.8,43.9,77.5,,57.3,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
